site,calls,kind,bits,dynamic,per_call,frac_bits,on_grid,max_abs_in,max_abs_out,worst_grid_err_lsb,saturated_elems,total_elems,float32_exact,worst_bits_needed,saturated_pct
backbone.event_projection.seq_init.1.in,3,fx16,16,False,False,11,True,13.30923843383789,13.30908203125,0.0,0,40809600,True,15.734339162408054,0.0
backbone.event_projection.seq_init.1.out,3,fx16,16,False,False,11,True,8.8115234375,8.8115234375,0.0,0,40809600,True,15.139391470419255,0.0
backbone.preproc_block_events.seq_init.1.in,3,fx16,16,False,False,11,True,9.989564895629883,9.98974609375,0.0,0,54412800,True,15.320448009955344,0.0
backbone.preproc_block_events.seq_init.1.out,3,fx16,16,False,False,11,True,4.5004730224609375,4.50048828125,0.0,0,54412800,True,14.170081535380609,0.0
backbone.proc_event_blocks.0.seq_init.2.in,60,int8,16,False,False,,True,3.7556140422821045,3.7552642822265625,0.0,0,54412800,True,7.906890595608519,0.0
backbone.proc_event_blocks.0.seq_init.5.in,60,int8,16,False,False,,True,2.639901876449585,2.6374549865722656,0.0,0,54412800,True,7.954196310386875,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.in,60,fx16,24,False,False,18,True,4.50048828125,4.50048828125,0.0,0,54412800,True,21.170081535380607,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.centered,60,fx16,24,False,False,18,True,4.018993377685547,4.018993377685547,0.0,0,54412800,True,21.00683420019136,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.hat,60,fx16,16,False,False,11,True,8.014150619506836,8.01416015625,0.0,0,54412800,True,15.002551341103736,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.out,60,fx16,16,False,False,11,True,8.126306533813477,8.12646484375,0.0,0,54412800,True,15.022627890854034,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.in,60,fx16,24,False,False,5,True,48522.0,48522.0,0.0,0,47923200,True,21.566351396838364,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.centered,60,fx16,24,False,False,5,True,45561.984375,45562.0,0.0,0,47923200,True,21.47554345685781,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.hat,60,fx16,16,False,False,12,True,4.5375261306762695,4.53759765625,0.0,0,47923200,True,15.181928692512578,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.out,60,fx16,16,False,False,12,True,4.854165077209473,4.854248046875,0.0,0,47923200,True,15.2792478305437,0.0
backbone.proc_memory_blocks.0.cross_attention.softmax.in,60,fx16,16,False,False,10,True,23.82590675354004,23.826171875,0.0,0,164736000,True,15.574475268799008,0.0
backbone.proc_memory_blocks.0.cross_attention.softmax.out,60,fx16,16,False,False,14,True,1.0,1.0,0.0,0,164736000,True,15.0,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.in,60,fx16,24,False,False,5,True,48522.58984375,48522.59375,0.0,0,47923200,True,21.56636905058181,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.centered,60,fx16,24,False,False,5,True,45562.64453125,45562.65625,0.0,0,47923200,True,21.4755642364944,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.hat,60,fx16,16,False,False,12,True,4.487966060638428,4.488037109375,0.0,0,47923200,True,15.166084604932879,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.out,60,fx16,16,False,False,12,True,4.556963920593262,4.556884765625,0.0,0,47923200,True,15.188047888190432,0.0
backbone.proc_memory_blocks.0.cross_attention.gelu1.in,60,fx16,16,False,False,11,True,6.224594593048096,6.224609375,0.0,0,47923200,True,14.637983303777853,0.0
backbone.proc_memory_blocks.0.cross_attention.gelu1.out,60,fx16,16,False,False,11,True,6.224609375,6.224609375,0.0,0,47923200,True,14.637983303777853,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.in,60,fx16,24,False,False,18,True,6.224609375,6.224609375,0.0,0,47923200,True,21.637983303777855,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.centered,60,fx16,24,False,False,18,True,5.9835357666015625,5.9835357666015625,0.0,0,47923200,True,21.580998247885596,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.hat,60,fx16,16,False,False,11,True,8.606508255004883,8.6064453125,0.0,0,47923200,True,15.10541748977662,0.0
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.out,60,fx16,16,False,False,11,True,9.128841400146484,9.12890625,0.0,0,47923200,True,15.190442018782825,0.0
